what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.wst.html.ui,1.0.301.v200809120137,org.eclipse.wst.html.core.htmlsource.source,1223932941205
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223932948225
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223932951844
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1223932951906
started,bundle,org.eclipse.ui.views.properties.tabbed,3.4.1.M20080730-0800,org.eclipse.ui.views.properties.tabbed,1223932951969
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223932954917
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223932960783
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223932960907
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223932962218
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.ui.refactoring,1223932965743
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223932965837
started,bundle,org.eclipse.ant.ui,3.3.0.v20080529,org.eclipse.ant.ui,1223932969690
started,bundle,org.eclipse.ui.views.log,1.0.0.v20080803-1700,org.eclipse.ui.views.log,1223932969737
started,bundle,org.eclipse.pde.ui,3.4.0.v20080803-1700,org.eclipse.pde.ui,1223932969768
started,bundle,org.eclipse.jdt.launching,3.4.1.v20080729_r341,org.eclipse.jdt.launching,1223932969831
started,bundle,org.eclipse.pde.core,3.4.0.v20080903-1700,org.eclipse.pde.core,1223932969877
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223932971344
executed,command,org.eclipse.ltk.ui.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.ui.refactoring.commands.renameResource,1223932971359
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.rename,1223932971359
opened,editor,org.eclipse.wst.html.ui,1.0.301.v200809120137,org.eclipse.wst.html.core.htmlsource.source,1223932974963
activated,editor,org.eclipse.wst.html.ui,1.0.301.v200809120137,org.eclipse.wst.html.core.htmlsource.source,1223932975010
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223932977116
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223932986257
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1223932987022
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1223932987427
