what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223849867389
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223849870650
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223849888481
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1223849889526
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223849891148
opened,editor,org.eclipse.wst.html.ui,1.0.301.v200809120137,org.eclipse.wst.html.core.htmlsource.source,1223849898792
activated,editor,org.eclipse.wst.html.ui,1.0.301.v200809120137,org.eclipse.wst.html.core.htmlsource.source,1223849898823
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223849898839
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1223849899713
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1223849900243
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223849904673
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223849904783
activated,editor,org.eclipse.wst.html.ui,1.0.301.v200809120137,org.eclipse.wst.html.core.htmlsource.source,1223849910769
activated,editor,org.eclipse.wst.html.ui,1.0.301.v200809120137,org.eclipse.wst.html.core.htmlsource.source,1223849914607
activated,editor,org.eclipse.wst.html.ui,1.0.301.v200809120137,org.eclipse.wst.html.core.htmlsource.source,1223849915012
executed,command,org.eclipse.wst.sse.ui,1.1.2.v200809120159,org.eclipse.wst.sse.ui.format.document,1223849919645
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223849921751
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223849922500
executed,command,org.eclipse.wst.sse.ui,1.1.2.v200809120159,org.eclipse.wst.sse.ui.cleanup.document,1223849922625
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223849951017
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223850016197
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1223850018630
activated,editor,org.eclipse.wst.html.ui,1.0.301.v200809120137,org.eclipse.wst.html.core.htmlsource.source,1223850019488
closed,editor,org.eclipse.wst.html.ui,1.0.301.v200809120137,org.eclipse.wst.html.core.htmlsource.source,1223850019488
activated,editor,org.eclipse.wst.html.ui,1.0.301.v200809120137,org.eclipse.wst.html.core.htmlsource.source,1223850020580
