what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1223850788181
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223850790287
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223850791457
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1223850797260
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223850798305
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223850799304
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223850802798
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223850804062
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223850806573
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223850888399
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1223850889928
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223850891644
opened,editor,org.eclipse.wst.html.ui,1.0.301.v200809120137,org.eclipse.wst.html.core.htmlsource.source,1223850896557
activated,editor,org.eclipse.wst.html.ui,1.0.301.v200809120137,org.eclipse.wst.html.core.htmlsource.source,1223850896588
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223850896604
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1223850897555
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1223850898039
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223850902891
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223850911923
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223850912344
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223850914138
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223850921111
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223850922715
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223850967894
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223851014485
